"Time stamp","System power generated | (kW)","Wind speed | (m/s)","Internal wake loss percent | (%)","Air temperature | ('C)"
"Mar 10, 08:00 pm",27895.9,5.73,1.72483,13.23
"Mar 10, 09:00 pm",11929.7,4.55,1.48586,11.98
"Mar 10, 10:00 pm",5973.05,3.96,11.0451,11.09
"Mar 10, 11:00 pm",0,2.88,0,10.41
"Mar 11, 12:00 am",0,2.88,0,9.9
"Mar 11, 01:00 am",0,1.71,0,9.37
"Mar 11, 02:00 am",0,2.92,0,9.26
"Mar 11, 03:00 am",0,2.55,0,8.96
"Mar 11, 04:00 am",0,2.8,0,7.99
"Mar 11, 05:00 am",0,3.55,0,7.74
"Mar 11, 06:00 am",14904.4,4.8,2.23563,6.9
"Mar 11, 07:00 am",25969.2,5.58,2.39761,7.2
"Mar 11, 08:00 am",28351.9,5.75,3.42208,6.76
"Mar 11, 09:00 am",22377.9,5.41,5.25953,7.14
"Mar 11, 10:00 am",17041.7,5.03,4.07634,8.01
"Mar 11, 11:00 am",0,3.77,0,10.75
"Mar 11, 12:00 pm",0,3.49,0,12.75
"Mar 11, 01:00 pm",0,3.78,0,13.87
"Mar 11, 02:00 pm",19131.3,5.2,1.95397,14.56
"Mar 11, 03:00 pm",95618,7.85,3.40965,14.47
"Mar 11, 04:00 pm",270964,12,0.932218,9.67
"Mar 11, 05:00 pm",310552,13.4,0.514007,6.34
"Mar 11, 06:00 pm",322588,14.19,0.153002,4.95
"Mar 11, 07:00 pm",329824,15.26,0.160518,3.81
"Mar 11, 08:00 pm",330997,15.53,0.105408,2.99
"Mar 11, 09:00 pm",333362,16.06,0.124885,2.3
"Mar 11, 10:00 pm",270843,11.89,1.03179,1.93
"Mar 11, 11:00 pm",333779,16.18,0,1.03
"Mar 12, 12:00 am",333779,17.8,0,0.55
"Mar 12, 01:00 am",333779,17.42,0,0.21
"Mar 12, 02:00 am",333779,18.59,0,-0.13
"Mar 12, 03:00 am",333779,18.5,0,-1.43
"Mar 12, 04:00 am",333779,17.38,0,-2.11
"Mar 12, 05:00 am",333412,15.9,0.110009,-2.67
"Mar 12, 06:00 am",331122,15.49,0.157,-2.95
"Mar 12, 07:00 am",320700,14.02,0.717791,-3.24
"Mar 12, 08:00 am",322966,14.21,0.428412,-3.43
"Mar 12, 09:00 am",297673,12.78,1.86019,-3.25
"Mar 12, 10:00 am",322258,14.13,0.506987,-3.58
"Mar 12, 11:00 am",233448,10.98,3.24933,-3.54
"Mar 12, 12:00 pm",307266,13.17,1.44644,-4.11
"Mar 12, 01:00 pm",194970,10.06,4.1192,-3.78
"Mar 12, 02:00 pm",185110,9.82,3.95193,-4.19
"Mar 12, 03:00 pm",102925,7.9,4.38789,-4.38
"Mar 12, 04:00 pm",104600,7.91,3.58613,-5.08
"Mar 12, 05:00 pm",79672.6,7.22,2.14729,-6.18
"Mar 12, 06:00 pm",49023.5,6.35,2.46361,-7.14
"Mar 12, 07:00 pm",64423.3,6.8,2.52737,-8
"Mar 12, 08:00 pm",73971.5,7.05,2.62054,-8.83
"Mar 12, 09:00 pm",62120,6.72,2.49925,-9.3
"Mar 12, 10:00 pm",38142.9,5.95,2.68338,-9.59
"Mar 12, 11:00 pm",16719.6,4.84,2.34093,-9.82
"Mar 13, 12:00 am",6187.48,3.85,12.1734,-9.95
"Mar 13, 01:00 am",0,2.96,0,-10.01
"Mar 13, 02:00 am",0,2.42,0,-10.09
"Mar 13, 03:00 am",0,1.24,0,-10.09
"Mar 13, 04:00 am",0,1.49,0,-9.89
"Mar 13, 05:00 am",0,2.39,0,-9.69
"Mar 13, 06:00 am",0,3.1,0,-9.59
"Mar 13, 07:00 am",10826,4.28,3.23216,-9.25
"Mar 13, 08:00 am",16299.7,4.86,5.58206,-8.29
"Mar 13, 09:00 am",42466.2,6.2,7.06744,-6.44
"Mar 13, 10:00 am",73613.6,7.14,5.68251,-4.52
"Mar 13, 11:00 am",95020.8,7.64,3.69033,-2.95
"Mar 13, 12:00 pm",111621,8.09,3.01075,-1.69
"Mar 13, 01:00 pm",132180,8.58,2.12882,-0.2
"Mar 13, 02:00 pm",137578,8.71,1.94827,1.01
"Mar 13, 03:00 pm",178874,9.65,1.81771,2.16
"Mar 13, 04:00 pm",174113,9.57,1.86875,2.77
"Mar 13, 05:00 pm",226291,10.74,1.33788,3.07
"Mar 13, 06:00 pm",264902,11.71,1.23645,3.4
"Mar 13, 07:00 pm",287544,12.4,0.860969,3.67
"Mar 13, 08:00 pm",286830,12.36,0.709695,3.73
"Mar 13, 09:00 pm",308274,13.2,0.417922,4.43
"Mar 13, 10:00 pm",302858,12.93,0.427326,4.34
"Mar 13, 11:00 pm",315648,13.59,0.275099,4.94
"Mar 14, 12:00 am",326699,14.77,0.125429,5.34
"Mar 14, 01:00 am",326266,14.71,0.12186,5.56
"Mar 14, 02:00 am",327796,14.95,0.127621,5.79
"Mar 14, 03:00 am",331175,15.6,0.0755673,6.7
"Mar 14, 04:00 am",330418,15.41,0.100195,7.37
"Mar 14, 05:00 am",329045,15.18,0.146932,7.25
"Mar 14, 06:00 am",331418,15.68,0.0688451,6.96
"Mar 14, 07:00 am",333779,17.76,0,7.31
"Mar 14, 08:00 am",333779,18.06,0,7.8
"Mar 14, 09:00 am",333779,17.32,0,8.49
"Mar 14, 10:00 am",333779,18.16,0,10.04
"Mar 14, 11:00 am",333779,17.99,0,11.6
"Mar 14, 12:00 pm",332146,15.99,0.110651,12.26
"Mar 14, 01:00 pm",321315,14.28,0.489577,12.4
"Mar 14, 02:00 pm",333779,16.38,0,11.69
"Mar 14, 03:00 pm",333760,16.22,0.00569602,10.44
"Mar 14, 04:00 pm",294921,12.74,0.789943,9.32
"Mar 14, 05:00 pm",308041,13.3,0.624482,8.49
"Mar 14, 06:00 pm",267723,11.85,0.986316,7.6
"Mar 14, 07:00 pm",288067,12.45,0.634395,6.4
"Mar 14, 08:00 pm",267772,11.81,0.881013,5.67
"Mar 14, 09:00 pm",297799,12.74,0.758359,4.62
"Mar 14, 10:00 pm",294536,12.63,0.746068,4.02
"Mar 14, 11:00 pm",266725,11.76,1.03443,3.8
"Mar 15, 12:00 am",234979,10.98,0.938222,3.16
"Mar 15, 01:00 am",172196,9.53,1.66186,2.61
"Mar 15, 02:00 am",119592,8.3,1.86015,2.04
"Mar 15, 03:00 am",82701.2,7.39,2.66246,1.48
"Mar 15, 04:00 am",66613.6,6.96,3.13405,0.92
"Mar 15, 05:00 am",24010.4,5.41,3.19885,0.56
"Mar 15, 06:00 am",13067.3,4.59,3.12195,0.3
"Mar 15, 07:00 am",10483,4.26,1.65009,0.17
"Mar 15, 08:00 am",0,3.44,0,0.67
"Mar 15, 09:00 am",0,2.8,0,1.6
"Mar 15, 10:00 am",0,1.94,0,2.8
"Mar 15, 11:00 am",0,2,0,3.75
"Mar 15, 12:00 pm",0,1.91,0,4.67
"Mar 15, 01:00 pm",0,2.23,0,5.22
"Mar 15, 02:00 pm",0,3.19,0,5.76
"Mar 15, 03:00 pm",0,3.74,0,5.88
"Mar 15, 04:00 pm",17686.4,5.01,1.8216,5.92
"Mar 15, 05:00 pm",185110,9.79,1.70286,3.62
"Mar 15, 06:00 pm",206424,10.25,1.52904,1.51
"Mar 15, 07:00 pm",229058,10.75,1.19504,-0.18
"Mar 15, 08:00 pm",280117,12.06,1.10664,-1.4
"Mar 15, 09:00 pm",269742,11.74,1.11322,-1.92
"Mar 15, 10:00 pm",295763,12.56,1.07575,-2.34
"Mar 15, 11:00 pm",304065,12.88,0.688696,-2.7
"Mar 16, 12:00 am",305079,12.92,0.656167,-2.9
"Mar 16, 01:00 am",319757,13.73,0.374617,-3.42
"Mar 16, 02:00 am",323964,14.2,0.242843,-3.8
"Mar 16, 03:00 am",319774,13.73,0.463654,-4.66
"Mar 16, 04:00 am",320971,13.79,0.394173,-5.85
"Mar 16, 05:00 am",319674,13.69,0.447909,-6.24
"Mar 16, 06:00 am",316714,13.48,0.485686,-6.38
"Mar 16, 07:00 am",312244,13.22,0.707941,-6.5
"Mar 16, 08:00 am",314863,13.34,0.491284,-6.35
"Mar 16, 09:00 am",314493,13.31,0.417509,-5.62
"Mar 16, 10:00 am",288736,12.26,0.6512,-4.68
"Mar 16, 11:00 am",310885,13.15,0.435148,-4.18
"Mar 16, 12:00 pm",272325,11.78,1.02805,-3.76
"Mar 16, 01:00 pm",275027,11.87,1.03049,-3.33
"Mar 16, 02:00 pm",286800,12.23,0.764588,-3.15
"Mar 16, 03:00 pm",254528,11.36,1.62226,-3.03
"Mar 16, 04:00 pm",257826,11.43,1.42886,-3.15
"Mar 16, 05:00 pm",246835,11.17,1.74572,-3.58
"Mar 16, 06:00 pm",202433,10.1,1.82825,-3.88
"Mar 16, 07:00 pm",157896,9.12,2.01819,-4.11
"Mar 16, 08:00 pm",183623,9.65,1.57066,-4.38
"Mar 16, 09:00 pm",198822,10,1.48877,-4.79
"Mar 16, 10:00 pm",110408,8,1.94593,-4.91
"Mar 16, 11:00 pm",128242,8.43,1.76632,-5.32
"Mar 17, 12:00 am",102716,7.78,1.51229,-5.69
"Mar 17, 01:00 am",97254.3,7.64,2.56111,-6.06
"Mar 17, 02:00 am",57975.2,6.64,3.02406,-6.31
"Mar 17, 03:00 am",57773.9,6.62,2.40303,-6.77
"Mar 17, 04:00 am",52016.7,6.47,3.73102,-7.07
"Mar 17, 05:00 am",33448.8,5.84,5.04366,-7.1
"Mar 17, 06:00 am",18699.3,5.05,4.40315,-7.07
"Mar 17, 07:00 am",21392.7,5.24,5.05049,-7.07
"Mar 17, 08:00 am",16166.9,4.82,2.1708,-6.17
"Mar 17, 09:00 am",17912.2,4.97,1.92894,-5.21
"Mar 17, 10:00 am",9916.95,4.02,0.486508,-3.85
"Mar 17, 11:00 am",9895.81,4.02,0.501631,-2.28
"Mar 17, 12:00 pm",0,3.16,0,-0.96
"Mar 17, 01:00 pm",0,3.19,0,0.24
"Mar 17, 02:00 pm",0,3.52,0,1.22
"Mar 17, 03:00 pm",6741,3.93,9.95375,1.9
"Mar 17, 04:00 pm",11384.7,4.41,1.42013,2.19
"Mar 17, 05:00 pm",18684.1,5.08,1.98113,2.26
"Mar 17, 06:00 pm",43942,6.27,2.6563,2.27
"Mar 17, 07:00 pm",72868.3,7.14,2.61868,2.2
"Mar 17, 08:00 pm",99312.9,7.78,1.87124,1.92
"Mar 17, 09:00 pm",117429,8.26,1.89371,2.04
"Mar 17, 10:00 pm",127480,8.51,1.76695,1.83
"Mar 17, 11:00 pm",120343,8.33,1.78219,1.83
"Mar 18, 12:00 am",113171,8.16,2.07536,1.81
"Mar 18, 01:00 am",104833,7.94,1.61282,1.65
"Mar 18, 02:00 am",123142,8.4,1.81798,1.78
"Mar 18, 03:00 am",122675,8.4,2.1067,1.89
"Mar 18, 04:00 am",127774,8.52,1.93675,1.83
"Mar 18, 05:00 am",144071,8.89,1.69051,1.91
"Mar 18, 06:00 am",143343,8.87,1.63167,1.88
"Mar 18, 07:00 am",155400,9.15,1.70944,2.24
"Mar 18, 08:00 am",143806,8.9,1.67096,3.72
"Mar 18, 09:00 am",126446,8.52,1.73577,5.5
"Mar 18, 10:00 am",129911,8.62,1.93411,7.05
"Mar 18, 11:00 am",167406,9.5,1.46056,8.36
"Mar 18, 12:00 pm",175244,9.69,1.81465,9.78
"Mar 18, 01:00 pm",183280,9.86,1.60586,10.99
"Mar 18, 02:00 pm",220252,10.74,1.37771,11.69
"Mar 18, 03:00 pm",196986,10.21,1.52261,12.28
"Mar 18, 04:00 pm",278036,12.23,0.842944,12.11
"Mar 18, 05:00 pm",188607,10,1.36153,11.68
"Mar 18, 06:00 pm",226826,10.89,1.29261,11.3
"Mar 18, 07:00 pm",236753,11.19,1.75423,11.01
"Mar 18, 08:00 pm",223527,10.82,1.68672,10.66
"Mar 18, 09:00 pm",259119,11.78,2.50952,10.29
"Mar 18, 10:00 pm",289286,12.7,1.95147,10.03
"Mar 18, 11:00 pm",303199,13.19,1.21061,9.87
"Mar 19, 12:00 am",324336,14.67,0.424089,9.59
"Mar 19, 01:00 am",313021,13.73,1.22305,9.41
"Mar 19, 02:00 am",320961,14.28,0.673227,9.33
"Mar 19, 03:00 am",315856,13.73,0.269519,9.91
"Mar 19, 04:00 am",300249,12.95,0.504814,10.28
"Mar 19, 05:00 am",291362,12.67,0.706974,10.23
"Mar 19, 06:00 am",277289,12.22,1.05229,10.15
"Mar 19, 07:00 am",309553,13.41,0.430406,10.41
"Mar 19, 08:00 am",288290,12.63,1.47744,9.56
"Mar 19, 09:00 am",296381,12.9,1.56304,9.66
"Mar 19, 10:00 am",289805,12.58,0.675146,8.57
"Mar 19, 11:00 am",291893,12.64,0.78485,7.92
"Mar 19, 12:00 pm",272838,12.02,1.03554,7.41
"Mar 19, 01:00 pm",278516,12.22,1.3525,7.87
"Mar 19, 02:00 pm",307014,13.24,0.64498,7.57
"Mar 19, 03:00 pm",298917,12.83,0.67893,7.44
"Mar 19, 04:00 pm",332670,15.94,0.127053,6.62
"Mar 19, 05:00 pm",322629,14.16,0.135302,5.5
"Mar 19, 06:00 pm",330019,15.24,0.127212,4.41
"Mar 19, 07:00 pm",330301,15.26,0.0905758,3.18
"Mar 19, 08:00 pm",326997,14.75,0.135964,2.57
"Mar 19, 09:00 pm",311770,13.33,0.433756,2.12
"Mar 19, 10:00 pm",215986,10.49,1.2789,1.75
"Mar 19, 11:00 pm",203639,10.19,1.4376,1.42
"Mar 20, 12:00 am",164265,9.32,1.38042,1.26
"Mar 20, 01:00 am",117831,8.24,1.77429,1.15
"Mar 20, 02:00 am",78364.6,7.25,2.13792,0.98
"Mar 20, 03:00 am",46219.5,6.34,3.57887,0.95
"Mar 20, 04:00 am",27891.9,5.66,3.54083,0.97
"Mar 20, 05:00 am",19694.9,5.16,3.57877,1.15
"Mar 20, 06:00 am",25718.2,5.5,2.3535,1.26
"Mar 20, 07:00 am",10003,4.08,0.516155,1.58
"Mar 20, 08:00 am",13711.9,4.68,4.59069,2.86
"Mar 20, 09:00 am",18646.6,5.08,2.23567,4.23
"Mar 20, 10:00 am",12560,4.56,2.15093,5.3
"Mar 20, 11:00 am",11377.8,4.43,1.91266,6.54
"Mar 20, 12:00 pm",15789.4,4.87,2.6684,7.45
"Mar 20, 01:00 pm",28250.9,5.7,1.77303,8.15
"Mar 20, 02:00 pm",25980.7,5.56,1.8742,8.55
"Mar 20, 03:00 pm",30078.3,5.81,2.90448,8.73
"Mar 20, 04:00 pm",19910.2,5.2,1.89466,8.68
"Mar 20, 05:00 pm",6964.77,3.97,14.3599,8.47
"Mar 20, 06:00 pm",10356.8,4.27,0.838998,8.08
"Mar 20, 07:00 pm",17274.7,4.99,1.73684,7.46
"Mar 20, 08:00 pm",43501.4,6.28,2.9002,6.68
"Mar 20, 09:00 pm",18641.3,5.1,2.5969,6.25
"Mar 20, 10:00 pm",17816.8,5.06,4.52747,5.27
"Mar 20, 11:00 pm",10175.1,4.17,0.489055,3.92
"Mar 21, 12:00 am",0,3.31,0,3.25
"Mar 21, 01:00 am",0,3.41,0,3.49
"Mar 21, 02:00 am",28705.2,5.7,1.67221,3.81
"Mar 21, 03:00 am",56245.3,6.67,2.62899,4.02
"Mar 21, 04:00 am",71324.6,7.11,2.90797,4.03
"Mar 21, 05:00 am",90635.4,7.62,3.42734,4.22
"Mar 21, 06:00 am",125697,8.51,2.54274,4.71
"Mar 21, 07:00 am",140765,8.85,2.13138,5.24
"Mar 21, 08:00 am",98254.3,7.79,2.28517,6.35
"Mar 21, 09:00 am",43202.3,6.3,3.72958,8.1
"Mar 21, 10:00 am",21655.8,5.34,2.5739,10.2
"Mar 21, 11:00 am",22708,5.42,3.00118,12.32
"Mar 21, 12:00 pm",40236.7,6.24,3.56482,14.63
"Mar 21, 01:00 pm",85716.9,7.61,2.01031,16.66
"Mar 21, 02:00 pm",193134,10.2,1.72777,18.05
"Mar 21, 03:00 pm",260646,11.87,1.64845,18.7
"Mar 21, 04:00 pm",202201,10.43,2.1566,18.53
"Mar 21, 05:00 pm",198691,10.32,1.44733,18.44
"Mar 21, 06:00 pm",301642,13.17,1.13988,15.24
"Mar 21, 07:00 pm",298152,12.89,0.738815,12.74
"Mar 21, 08:00 pm",330788,15.59,0.118877,10.17
"Mar 21, 09:00 pm",323824,14.44,0.220738,8.31
"Mar 21, 10:00 pm",327086,14.91,0.242396,6.68
"Mar 21, 11:00 pm",276077,12.09,1.24509,5.52
"Mar 22, 12:00 am",258148,11.57,1.30306,4.7
"Mar 22, 01:00 am",246673,11.3,1.83358,3.99
"Mar 22, 02:00 am",276706,12.06,1.19823,3.29
"Mar 22, 03:00 am",211896,10.42,1.51827,2.85
"Mar 22, 04:00 am",137092,8.73,2.3548,2.65
"Mar 22, 05:00 am",195580,10.04,1.85751,2.39
"Mar 22, 06:00 am",191134,9.92,1.52745,2.13
"Mar 22, 07:00 am",195980,10.03,1.73963,1.72
"Mar 22, 08:00 am",154722,9.11,1.83948,1.81
"Mar 22, 09:00 am",110450,8.07,2.11924,2.22
"Mar 22, 10:00 am",81448.1,7.34,2.10483,2.81
"Mar 22, 11:00 am",39092.5,6.08,2.66527,3.73
"Mar 22, 12:00 pm",67449.5,7,3.23572,4.34
"Mar 22, 01:00 pm",65697.9,6.93,2.20499,4.53
"Mar 22, 02:00 pm",79470.3,7.32,2.86915,4.91
"Mar 22, 03:00 pm",71690,7.1,2.37319,4.86
"Mar 22, 04:00 pm",119188,8.29,1.76564,4.36
"Mar 22, 05:00 pm",126651,8.48,1.94848,3.79
"Mar 22, 06:00 pm",154168,9.1,1.7691,3.18
"Mar 22, 07:00 pm",35291.2,5.92,2.80084,1.2
"Mar 22, 08:00 pm",55271.1,6.59,2.76898,0.11
"Mar 22, 09:00 pm",40760.7,6.1,2.47272,-0.62
"Mar 22, 10:00 pm",43533.1,6.22,4.00022,-1.19
"Mar 22, 11:00 pm",35945,5.94,4.44874,-1.75
"Mar 23, 12:00 am",26734.1,5.52,1.95781,-2.1
"Mar 23, 01:00 am",46469.3,6.28,2.35557,-2.68
"Mar 23, 02:00 am",48609.1,6.35,2.3826,-2.96
"Mar 23, 03:00 am",59577.8,6.68,2.36657,-2.98
"Mar 23, 04:00 am",53189,6.52,4.31943,-3.31
"Mar 23, 05:00 am",36539.7,5.92,2.75057,-3.69
"Mar 23, 06:00 am",22988.7,5.29,2.17532,-3.87
"Mar 23, 07:00 am",14725.1,4.68,1.82253,-3.77
"Mar 23, 08:00 am",14847.5,4.69,1.76645,-3.79
"Mar 23, 09:00 am",11769.6,4.41,1.46933,-3.38
"Mar 23, 10:00 am",10070.1,4.12,1.59305,-3.01
"Mar 23, 11:00 am",11123.7,4.35,3.17726,-2.46
"Mar 23, 12:00 pm",0,2.81,0,-1.75
"Mar 23, 01:00 pm",11889.4,4.48,4.90001,-1.33
"Mar 23, 02:00 pm",28524.2,5.63,1.68095,-1.28
"Mar 23, 03:00 pm",26623.2,5.52,2.11038,-1.1
"Mar 23, 04:00 pm",54602.7,6.55,2.49666,-1.23
"Mar 23, 05:00 pm",28858.2,5.66,2.24191,-1.55
"Mar 23, 06:00 pm",29791.9,5.7,2.52474,-1.96
"Mar 23, 07:00 pm",25340.6,5.43,2.03553,-2.18
"Mar 23, 08:00 pm",19511.9,5.08,1.81042,-2.45
"Mar 23, 09:00 pm",10314.5,4.18,0.453123,-2.55
"Mar 23, 10:00 pm",0,3.67,0,-2.67
"Mar 23, 11:00 pm",0,3.1,0,-2.81
"Mar 24, 12:00 am",0,2.64,0,-2.84
"Mar 24, 01:00 am",0,2.07,0,-2.87
"Mar 24, 02:00 am",0,2.33,0,-2.94
"Mar 24, 03:00 am",0,2.44,0,-3
"Mar 24, 04:00 am",0,2.52,0,-3.08
"Mar 24, 05:00 am",0,2.6,0,-3.16
"Mar 24, 06:00 am",0,2.71,0,-3.26
"Mar 24, 07:00 am",0,2.95,0,-3.22
"Mar 24, 08:00 am",0,2.62,0,-2.93
"Mar 24, 09:00 am",0,2.9,0,-2.57
"Mar 24, 10:00 am",0,3.13,0,-1.9
"Mar 24, 11:00 am",0,3.13,0,-1.35
"Mar 24, 12:00 pm",0,3.46,0,-0.36
"Mar 24, 01:00 pm",9508.14,3.98,3.54815,0.15
"Mar 24, 02:00 pm",0,3.51,0,0.48
"Mar 24, 03:00 pm",0,3.17,0,1.1
"Mar 24, 04:00 pm",0,3.32,0,1.06
"Mar 24, 05:00 pm",0,3.26,0,1
"Mar 24, 06:00 pm",0,2.33,0,0.88
"Mar 24, 07:00 pm",0,1.03,0,0.78
"Mar 24, 08:00 pm",0,0.95,0,0.68
"Mar 24, 09:00 pm",0,1.85,0,0.6
"Mar 24, 10:00 pm",0,3.71,0,0.62
"Mar 24, 11:00 pm",20738.5,5.21,2.10319,0.53
"Mar 25, 12:00 am",48615.4,6.4,2.41184,0.73
"Mar 25, 01:00 am",174392,9.54,1.71892,0.44
"Mar 25, 02:00 am",258235,11.47,1.27047,-1.42
"Mar 25, 03:00 am",171220,9.48,2.56731,-2.04
"Mar 25, 04:00 am",224042,10.62,1.81683,-3.17
"Mar 25, 05:00 am",163454,9.25,1.46866,-3.25
"Mar 25, 06:00 am",184413,9.68,1.54363,-3.94
"Mar 25, 07:00 am",164048,9.26,1.63199,-3.98
"Mar 25, 08:00 am",188560,9.78,1.54728,-4
"Mar 25, 09:00 am",232535,10.82,1.3232,-3.89
"Mar 25, 10:00 am",176131,9.52,1.78837,-3.53
"Mar 25, 11:00 am",210797,10.31,1.73718,-3.35
"Mar 25, 12:00 pm",231270,10.78,1.23023,-3.33
"Mar 25, 01:00 pm",233958,10.85,1.08167,-3.33
"Mar 25, 02:00 pm",195575,9.97,2.06538,-3.18
"Mar 25, 03:00 pm",160400,9.19,2.21981,-3.6
"Mar 25, 04:00 pm",218213,10.46,1.71924,-4.34
"Mar 25, 05:00 pm",209100,10.24,1.69174,-4.87
"Mar 25, 06:00 pm",205493,10.16,2.00836,-5.21
"Mar 25, 07:00 pm",123979,8.31,1.75698,-5.55
"Mar 25, 08:00 pm",129465,8.44,2.01497,-5.93
"Mar 25, 09:00 pm",54295.3,6.51,2.53085,-6.04
"Mar 25, 10:00 pm",46827.5,6.27,2.3691,-6.23
"Mar 25, 11:00 pm",33629.3,5.81,2.81645,-6.32
"Mar 26, 12:00 am",22780.2,5.27,2.39142,-6.62
"Mar 26, 01:00 am",8663.37,3.92,8.73468,-6.74
"Mar 26, 02:00 am",0,3.16,0,-6.7
"Mar 26, 03:00 am",0,2.06,0,-6.63
"Mar 26, 04:00 am",0,1.91,0,-6.65
"Mar 26, 05:00 am",0,0.87,0,-6.54
"Mar 26, 06:00 am",0,1.34,0,-6.33
"Mar 26, 07:00 am",0,2.25,0,-5.92
"Mar 26, 08:00 am",0,2.77,0,-4.99
"Mar 26, 09:00 am",10013.8,4.06,0.804329,-3.81
"Mar 26, 10:00 am",0,3.7,0,-2.39
"Mar 26, 11:00 am",15904.3,4.82,2.73442,-1.04
"Mar 26, 12:00 pm",20038.8,5.19,4.87224,0.18
"Mar 26, 01:00 pm",33999.4,5.95,8.37442,1.28
"Mar 26, 02:00 pm",69347.9,7.09,6.20221,2.27
"Mar 26, 03:00 pm",131676,8.66,4.39477,2.74
"Mar 26, 04:00 pm",110805,8.18,5.3918,3.16
"Mar 26, 05:00 pm",154851,9.23,4.66013,3.16
"Mar 26, 06:00 pm",191752,9.99,2.59655,2.91
"Mar 26, 07:00 pm",253439,11.43,1.73156,2.84
"Mar 26, 08:00 pm",285099,12.29,0.974268,2.77
"Mar 26, 09:00 pm",307747,13.27,1.31237,2.88
"Mar 26, 10:00 pm",323533,14.4,0.476585,3.1
"Mar 26, 11:00 pm",323734,14.43,0.46428,3.21
"Mar 27, 12:00 am",325670,14.73,0.483561,3.29
"Mar 27, 01:00 am",324580,14.57,0.475336,3.39
"Mar 27, 02:00 am",327467,15,0.468329,3.45
"Mar 27, 03:00 am",325056,14.64,0.472405,3.11
"Mar 27, 04:00 am",328382,15.14,0.482091,2.65
"Mar 27, 05:00 am",333297,16.13,0.144448,2.6
"Mar 27, 06:00 am",331841,15.85,0.364851,2.45
"Mar 27, 07:00 am",330121,15.34,0.228312,2.29
"Mar 27, 08:00 am",333779,17.94,0,3.26
"Mar 27, 09:00 am",333779,18.9,0,3.72
"Mar 27, 10:00 am",333779,17.88,0,4.84
"Mar 27, 11:00 am",333779,17.54,0,5.85
"Mar 27, 12:00 pm",333779,17.36,0,9.88
"Mar 27, 01:00 pm",333779,16.64,0,11.82
"Mar 27, 02:00 pm",333208,16.19,0.107348,14.18
"Mar 27, 03:00 pm",333779,16.91,0,14.82
"Mar 27, 04:00 pm",333779,16.85,0,14.22
"Mar 27, 05:00 pm",333779,18.08,0,13.18
"Mar 27, 06:00 pm",333779,17.98,0,12.79
"Mar 27, 07:00 pm",333779,18.88,0,12.59
"Mar 27, 08:00 pm",333779,19.45,0,12.35
"Mar 27, 09:00 pm",333779,17.94,0,11.95
"Mar 27, 10:00 pm",330478,15.52,0.0710525,11.34
"Mar 27, 11:00 pm",333779,17.84,0,11.16
"Mar 28, 12:00 am",331586,15.89,0.110099,11.47
"Mar 28, 01:00 am",333779,16.27,0,9.56
"Mar 28, 02:00 am",331689,15.81,0.0631003,8.32
"Mar 28, 03:00 am",333779,17.78,0,6.92
"Mar 28, 04:00 am",333779,17.04,0,6.24
"Mar 28, 05:00 am",330695,15.52,0.130027,6.3
"Mar 28, 06:00 am",319395,13.9,0.302283,5.34
"Mar 28, 07:00 am",255470,11.51,1.30113,4.53
"Mar 28, 08:00 am",156457,9.2,1.70554,4.7
"Mar 28, 09:00 am",80963,7.37,2.10699,5.52
"Mar 28, 10:00 am",30705.3,5.82,2.98635,6.44
"Mar 28, 11:00 am",10143.1,4.18,0.626286,7.52
"Mar 28, 12:00 pm",0,3.54,0,8.38
"Mar 28, 01:00 pm",0,2.44,0,9.1
"Mar 28, 02:00 pm",0,2.33,0,9.71
"Mar 28, 03:00 pm",0,1.39,0,10.12
"Mar 28, 04:00 pm",0,3.12,0,10.15
"Mar 28, 05:00 pm",10123.4,4.18,0.598823,10.08
"Mar 28, 06:00 pm",148411,9.03,1.9408,6.59
"Mar 28, 07:00 pm",156982,9.2,2.11211,4.32
"Mar 28, 08:00 pm",133504,8.64,2.21198,2.91
"Mar 28, 09:00 pm",114595,8.17,2.06622,2.34
"Mar 28, 10:00 pm",105242,7.93,1.59555,1.94
"Mar 28, 11:00 pm",75937,7.2,2.99072,1.61
"Mar 29, 12:00 am",44169.9,6.25,2.58395,1.45
"Mar 29, 01:00 am",37780.8,6.02,2.84455,1.36
"Mar 29, 02:00 am",35511.3,5.95,3.82913,1.29
"Mar 29, 03:00 am",42874.7,6.2,2.36803,1.1
"Mar 29, 04:00 am",57894.1,6.68,2.40499,0.96
"Mar 29, 05:00 am",72633.5,7.1,2.69105,0.83
"Mar 29, 06:00 am",102055,7.82,1.62449,0.64
"Mar 29, 07:00 am",143686,8.84,1.66824,0.79
"Mar 29, 08:00 am",129260,8.52,1.97277,1.38
"Mar 29, 09:00 am",103465,7.88,1.71945,2.36
"Mar 29, 10:00 am",86206.6,7.54,5.15845,3.89
"Mar 29, 11:00 am",108016,8.08,3.67024,4.64
"Mar 29, 12:00 pm",119017,8.4,4.87861,5.12
"Mar 29, 01:00 pm",106585,8.04,3.12172,5.51
"Mar 29, 02:00 pm",152702,9.11,2.1854,5.04
"Mar 29, 03:00 pm",98483.1,7.78,2.71648,5.22
"Mar 29, 04:00 pm",134642,8.67,2.00822,4.55
"Mar 29, 05:00 pm",105118,7.94,1.64163,3.79
"Mar 29, 06:00 pm",76916.8,7.22,2.33244,3.19
"Mar 29, 07:00 pm",102800,7.86,1.88347,2.45
